,customerid,Segment
1032,13448.0,Low-Value
1033,12791.0,Low-Value
1034,16218.0,Low-Value
1035,13255.0,Low-Value
1036,16583.0,Low-Value
1037,16552.0,Low-Value
1038,17181.0,Low-Value
1039,17951.0,Low-Value
1040,17572.0,Low-Value
1041,14078.0,Low-Value
1042,14001.0,Low-Value
1043,14237.0,Low-Value
1044,17905.0,Low-Value
1045,15350.0,Low-Value
1046,15922.0,Low-Value
1047,14594.0,Low-Value
1048,15165.0,Low-Value
1049,17643.0,Low-Value
1050,17873.0,Low-Value
1051,17760.0,Low-Value
1052,16048.0,Low-Value
1053,16539.0,Low-Value
1054,17025.0,Low-Value
1055,14142.0,Low-Value
1056,17069.0,Low-Value
1057,13065.0,Low-Value
1058,16835.0,Low-Value
1059,18011.0,Low-Value
1060,14741.0,Low-Value
1061,17732.0,Low-Value
1062,12855.0,Low-Value
1063,15752.0,Low-Value
1064,17855.0,Low-Value
1065,17925.0,Low-Value
1066,13108.0,Low-Value
1067,14766.0,Low-Value
1068,14388.0,Low-Value
1069,14901.0,Low-Value
1070,15955.0,Low-Value
1071,15070.0,Low-Value
1072,15111.0,Low-Value
1073,14390.0,Low-Value
1074,15260.0,Low-Value
1075,14491.0,Low-Value
1076,15923.0,Low-Value
1077,16752.0,Low-Value
1078,17287.0,Low-Value
1079,15363.0,Low-Value
1080,12915.0,Low-Value
1081,17964.0,Low-Value
1082,17235.0,Low-Value
1083,16510.0,Low-Value
1084,17802.0,Low-Value
1085,16781.0,Low-Value
1086,17547.0,Low-Value
1087,16186.0,Low-Value
1088,15732.0,Low-Value
1089,13138.0,Low-Value
1090,14829.0,Low-Value
1091,14775.0,Low-Value
1092,15834.0,Low-Value
1093,15646.0,Low-Value
1094,13958.0,Low-Value
1095,16995.0,Low-Value
1096,13402.0,Low-Value
1097,14625.0,Low-Value
1098,13011.0,Low-Value
1099,15384.0,Low-Value
1100,14264.0,Low-Value
1101,13295.0,Low-Value
1102,16754.0,Low-Value
1103,16634.0,Low-Value
1104,14576.0,Low-Value
1105,13145.0,Low-Value
1106,14865.0,Low-Value
1107,12738.0,Low-Value
1108,17552.0,Low-Value
1109,14236.0,Low-Value
1110,17396.0,Low-Value
1111,14213.0,Low-Value
1112,12686.0,Low-Value
1113,14679.0,Low-Value
1114,16883.0,Low-Value
1115,16905.0,Low-Value
1116,12427.0,Low-Value
1117,14589.0,Low-Value
1118,16926.0,Low-Value
1119,16140.0,Low-Value
1120,14396.0,Low-Value
1121,12725.0,Low-Value
1122,16455.0,Low-Value
1123,15545.0,Low-Value
1124,15038.0,Low-Value
1125,13269.0,Low-Value
1126,14813.0,Low-Value
1127,15332.0,Low-Value
1128,13831.0,Low-Value
1129,15716.0,Low-Value
1130,15221.0,Low-Value
1131,17026.0,Low-Value
1132,14161.0,Low-Value
1133,16411.0,Low-Value
1134,15894.0,Low-Value
1135,13034.0,Low-Value
1136,15502.0,Low-Value
1137,12763.0,Low-Value
1138,13579.0,Low-Value
1139,15987.0,Low-Value
1140,13652.0,Low-Value
1141,12586.0,Low-Value
1142,16858.0,Low-Value
1143,17674.0,Low-Value
1144,12808.0,Low-Value
1145,15899.0,Low-Value
1146,17691.0,Low-Value
1147,17227.0,Low-Value
1148,13497.0,Low-Value
1149,15860.0,Low-Value
1150,15304.0,Low-Value
1151,14344.0,Low-Value
1152,15048.0,Low-Value
1153,15301.0,Low-Value
1154,14708.0,Low-Value
1155,16898.0,Low-Value
1156,18113.0,Low-Value
1157,15028.0,Low-Value
1158,14487.0,Low-Value
1159,16722.0,Low-Value
1160,15882.0,Low-Value
1161,17682.0,Low-Value
1162,16658.0,Low-Value
1163,16817.0,Low-Value
1164,16654.0,Low-Value
1165,16861.0,Low-Value
1166,16138.0,Low-Value
1167,13481.0,Low-Value
1168,13495.0,Low-Value
1169,17519.0,Low-Value
1170,17812.0,Low-Value
1171,17320.0,Low-Value
1172,17869.0,Low-Value
1173,17470.0,Low-Value
1174,17616.0,Low-Value
1175,17720.0,Low-Value
1176,15018.0,Low-Value
1177,13756.0,Low-Value
1178,15353.0,Low-Value
1179,18119.0,Low-Value
1180,14282.0,Low-Value
1181,13569.0,Low-Value
1182,14673.0,Low-Value
1183,16221.0,Low-Value
1184,15965.0,Low-Value
1185,16086.0,Low-Value
1186,13786.0,Low-Value
1187,13173.0,Low-Value
1188,15180.0,Low-Value
1189,16293.0,Low-Value
1190,16950.0,Low-Value
1191,12839.0,Low-Value
1192,13807.0,Low-Value
1193,16125.0,Low-Value
1194,15081.0,Low-Value
1195,16365.0,Low-Value
1196,17870.0,Low-Value
1197,14821.0,Low-Value
1198,16863.0,Low-Value
1199,15628.0,Low-Value
1200,13329.0,Low-Value
1201,15750.0,Low-Value
1202,12441.0,Low-Value
1203,14032.0,Low-Value
1204,16081.0,Low-Value
1205,16385.0,Low-Value
1206,15032.0,Low-Value
1207,17262.0,Low-Value
1208,18259.0,Low-Value
1209,17676.0,Low-Value
1210,16679.0,Low-Value
1211,18269.0,Low-Value
1212,18193.0,Low-Value
1213,13523.0,Low-Value
1214,12870.0,Low-Value
1215,15680.0,Low-Value
1216,13649.0,Low-Value
1217,13270.0,Low-Value
1218,14866.0,Low-Value
1219,13531.0,Low-Value
1220,13140.0,Low-Value
1221,15713.0,Low-Value
1222,17999.0,Low-Value
1223,15347.0,Low-Value
1224,15996.0,Low-Value
1225,16252.0,Low-Value
1226,16596.0,Low-Value
1227,14437.0,Low-Value
1228,12942.0,Low-Value
1229,15660.0,Low-Value
1230,18071.0,Low-Value
1231,12755.0,Low-Value
1232,12797.0,Low-Value
1233,13369.0,Low-Value
1234,17411.0,Low-Value
1235,14932.0,Low-Value
1236,12429.0,Low-Value
1237,14987.0,Low-Value
1238,14355.0,Low-Value
1239,14896.0,Low-Value
1240,13240.0,Low-Value
1241,14479.0,Low-Value
1242,17430.0,Low-Value
1243,15945.0,Low-Value
1244,15181.0,Low-Value
1245,14205.0,Low-Value
1246,17702.0,Low-Value
1247,15288.0,Low-Value
1248,17978.0,Low-Value
1249,16519.0,Low-Value
1250,17816.0,Low-Value
1251,17671.0,Low-Value
1252,17646.0,Low-Value
1253,12649.0,Low-Value
1254,17339.0,Low-Value
1255,16499.0,Low-Value
1256,15192.0,Low-Value
1257,15279.0,Low-Value
1258,16579.0,Low-Value
1259,15380.0,Low-Value
1260,17950.0,Low-Value
1261,17456.0,Low-Value
1262,17307.0,Low-Value
1263,17700.0,Low-Value
1264,13136.0,Low-Value
1265,12605.0,Low-Value
1266,15329.0,Low-Value
1267,15211.0,Low-Value
1268,16163.0,Low-Value
1269,15805.0,Low-Value
1270,17076.0,Low-Value
1271,17880.0,Low-Value
1272,13000.0,Low-Value
1273,14419.0,Low-Value
1274,14082.0,Low-Value
1275,15723.0,Low-Value
1276,14037.0,Low-Value
1277,14256.0,Low-Value
1278,16062.0,Low-Value
1279,18065.0,Low-Value
1280,12785.0,Low-Value
1281,13787.0,Low-Value
1282,16565.0,Low-Value
1283,14448.0,Low-Value
1284,17251.0,Low-Value
1285,15224.0,Low-Value
1286,14577.0,Low-Value
1287,16367.0,Low-Value
1288,12875.0,Low-Value
1289,17917.0,Low-Value
1290,16010.0,Low-Value
1291,14413.0,Low-Value
1292,18004.0,Low-Value
1293,13959.0,Low-Value
1294,16665.0,Low-Value
1295,15454.0,Low-Value
1296,14608.0,Low-Value
1297,15361.0,Low-Value
1298,15689.0,Low-Value
1299,14498.0,Low-Value
1300,16927.0,Low-Value
1301,17990.0,Low-Value
1302,17179.0,Low-Value
1303,17524.0,Low-Value
1304,17371.0,Low-Value
1305,17969.0,Low-Value
1306,13211.0,Low-Value
1307,13948.0,Low-Value
1308,14206.0,Low-Value
1309,16202.0,Low-Value
1310,15468.0,Low-Value
1311,14524.0,Low-Value
1312,18141.0,Low-Value
1313,12434.0,Low-Value
1314,16810.0,Low-Value
1315,17041.0,Low-Value
1316,16083.0,Low-Value
1317,16262.0,Low-Value
1318,17194.0,Low-Value
1319,14871.0,Low-Value
1320,18044.0,Low-Value
1321,16812.0,Low-Value
1322,17158.0,Low-Value
1323,16899.0,Low-Value
1324,13238.0,Low-Value
1325,15392.0,Low-Value
1326,13846.0,Low-Value
1327,14150.0,Low-Value
1328,13496.0,Low-Value
1329,13611.0,Low-Value
1330,16954.0,Low-Value
1331,12865.0,Low-Value
1332,15950.0,Low-Value
1333,15512.0,Low-Value
1334,17525.0,Low-Value
1335,16003.0,Low-Value
1336,13092.0,Low-Value
1337,17033.0,Low-Value
1338,13221.0,Low-Value
1339,14201.0,Low-Value
1340,15822.0,Low-Value
1341,16134.0,Low-Value
1342,17551.0,Low-Value
1343,18050.0,Low-Value
1344,14913.0,Low-Value
1345,12666.0,Low-Value
1346,15641.0,Low-Value
1347,15456.0,Low-Value
1348,15062.0,Low-Value
1349,12928.0,Low-Value
1350,17980.0,Low-Value
1351,17752.0,Low-Value
1352,17044.0,Low-Value
1353,13829.0,Low-Value
1354,17633.0,Low-Value
1355,13266.0,Low-Value
1356,17820.0,Low-Value
1357,15664.0,Low-Value
1358,17189.0,Low-Value
1359,17496.0,Low-Value
1360,13317.0,Low-Value
1361,15246.0,Low-Value
1362,16996.0,Low-Value
1363,15482.0,Low-Value
1364,14841.0,Low-Value
1365,16470.0,Low-Value
1366,14414.0,Low-Value
1367,15563.0,Low-Value
1368,16743.0,Low-Value
1369,17146.0,Low-Value
1370,15394.0,Low-Value
1371,14621.0,Low-Value
1372,15620.0,Low-Value
1373,15789.0,Low-Value
1374,16560.0,Low-Value
1375,14777.0,Low-Value
1376,14373.0,Low-Value
1377,18176.0,Low-Value
1378,15366.0,Low-Value
1379,16271.0,Low-Value
1380,14643.0,Low-Value
1381,14220.0,Low-Value
1382,13874.0,Low-Value
1383,13627.0,Low-Value
1384,12551.0,Low-Value
1385,15780.0,Low-Value
1386,15204.0,Low-Value
1387,17007.0,Low-Value
1388,15160.0,Low-Value
1389,14016.0,Low-Value
1390,13033.0,Low-Value
1391,12705.0,Low-Value
1392,16885.0,Low-Value
1393,17913.0,Low-Value
1394,17343.0,Low-Value
1395,18256.0,Low-Value
1396,16153.0,Low-Value
1397,12944.0,Low-Value
1398,15312.0,Low-Value
1399,13104.0,Low-Value
1400,17204.0,Low-Value
1401,13027.0,Low-Value
1402,17090.0,Low-Value
1403,14119.0,Low-Value
1404,12678.0,Low-Value
1405,15208.0,Low-Value
1406,14737.0,Low-Value
1407,13029.0,Low-Value
1408,13487.0,Low-Value
1409,12515.0,Low-Value
1410,17400.0,Low-Value
1411,17593.0,Low-Value
1412,13953.0,Low-Value
1413,14533.0,Low-Value
1414,12734.0,Low-Value
1415,15562.0,Low-Value
1416,15587.0,Low-Value
1417,13922.0,Low-Value
1418,13817.0,Low-Value
1419,13165.0,Low-Value
1420,13304.0,Low-Value
1421,15100.0,Low-Value
1422,14045.0,Low-Value
1423,18085.0,Low-Value
1424,13758.0,Low-Value
1425,15485.0,Low-Value
1426,16955.0,Low-Value
1427,14696.0,Low-Value
1428,13090.0,Low-Value
1429,14047.0,Low-Value
1430,16042.0,Low-Value
1431,15823.0,Low-Value
1432,16203.0,Low-Value
1433,15093.0,Low-Value
1434,16150.0,Low-Value
1435,13520.0,Low-Value
1436,12557.0,Low-Value
1437,12793.0,Low-Value
1438,17402.0,Low-Value
1439,15953.0,Low-Value
1440,12747.0,Low-Value
1441,14748.0,Low-Value
1442,12708.0,Low-Value
1443,14867.0,Low-Value
1444,15984.0,Low-Value
1445,15649.0,Low-Value
1446,17491.0,Low-Value
1447,14739.0,Low-Value
1448,12386.0,Low-Value
1449,16122.0,Low-Value
1450,13126.0,Low-Value
1451,15973.0,Low-Value
1452,17324.0,Low-Value
1453,16233.0,Low-Value
1454,13455.0,Low-Value
1455,15298.0,Low-Value
1456,14618.0,Low-Value
1457,13984.0,Low-Value
1458,18092.0,Low-Value
1459,15271.0,Low-Value
1460,16350.0,Low-Value
1461,15535.0,Low-Value
1462,17696.0,Low-Value
1463,13225.0,Low-Value
1464,13209.0,Low-Value
1465,13999.0,Low-Value
1466,14525.0,Low-Value
1467,13008.0,Low-Value
1468,17739.0,Low-Value
1469,12829.0,Low-Value
1470,16145.0,Low-Value
1471,17629.0,Low-Value
1472,13426.0,Low-Value
1473,15101.0,Low-Value
1474,12877.0,Low-Value
1475,16316.0,Low-Value
1476,15197.0,Low-Value
1477,18097.0,Low-Value
1478,13313.0,Low-Value
1479,16282.0,Low-Value
1480,12957.0,Low-Value
1481,12483.0,Low-Value
1482,15164.0,Low-Value
1483,14732.0,Low-Value
1484,14221.0,Low-Value
1485,14553.0,Low-Value
1486,13253.0,Low-Value
1487,15841.0,Low-Value
1488,16112.0,Low-Value
1489,16600.0,Low-Value
1490,16532.0,Low-Value
1491,15266.0,Low-Value
1492,14653.0,Low-Value
1493,17585.0,Low-Value
1494,13082.0,Low-Value
1495,18226.0,Low-Value
1496,18062.0,Low-Value
1497,12503.0,Low-Value
1498,13368.0,Low-Value
1499,16676.0,Low-Value
1500,16424.0,Low-Value
1501,13656.0,Low-Value
1502,12413.0,Low-Value
1503,15845.0,Low-Value
1504,16094.0,Low-Value
1505,13187.0,Low-Value
1506,16567.0,Low-Value
1507,14828.0,Low-Value
1508,12530.0,Low-Value
1509,16551.0,Low-Value
1510,16473.0,Low-Value
1511,15607.0,Low-Value
1512,15139.0,Low-Value
1513,12489.0,Low-Value
1514,17707.0,Low-Value
1515,18179.0,Low-Value
1516,13233.0,Low-Value
1517,14889.0,Low-Value
1518,12480.0,Low-Value
1519,14672.0,Low-Value
1520,13593.0,Low-Value
1521,13162.0,Low-Value
1522,13183.0,Low-Value
1523,15611.0,Low-Value
1524,17128.0,Low-Value
1525,14761.0,Low-Value
1526,12651.0,Low-Value
1527,16833.0,Low-Value
1528,17800.0,Low-Value
1529,16549.0,Low-Value
1530,13565.0,Low-Value
1531,15799.0,Low-Value
1532,18032.0,Low-Value
1533,14794.0,Low-Value
1534,18171.0,Low-Value
1535,16279.0,Low-Value
1536,16850.0,Low-Value
1537,14321.0,Low-Value
1538,15326.0,Low-Value
1539,13107.0,Low-Value
1540,16303.0,Low-Value
1541,12736.0,Low-Value
1542,13473.0,Low-Value
1543,14320.0,Low-Value
1544,12393.0,Low-Value
1545,17742.0,Low-Value
1546,16351.0,Low-Value
1547,13144.0,Low-Value
1548,15346.0,Low-Value
1549,12643.0,Low-Value
1550,14295.0,Low-Value
1551,16034.0,Low-Value
1552,14209.0,Low-Value
1553,15569.0,Low-Value
1554,12728.0,Low-Value
1555,17569.0,Low-Value
1556,12724.0,Low-Value
1557,14270.0,Low-Value
1558,12665.0,Low-Value
1559,16655.0,Low-Value
1560,16554.0,Low-Value
1561,14185.0,Low-Value
1562,14514.0,Low-Value
1563,15171.0,Low-Value
1564,14167.0,Low-Value
1565,13284.0,Low-Value
1566,16500.0,Low-Value
1567,15835.0,Low-Value
1568,18190.0,Low-Value
1569,14114.0,Low-Value
1570,15447.0,Low-Value
1571,16315.0,Low-Value
1572,15510.0,Low-Value
1573,13614.0,Low-Value
1574,16493.0,Low-Value
1575,12490.0,Low-Value
1576,12672.0,Low-Value
1577,13385.0,Low-Value
1578,15626.0,Low-Value
1579,18106.0,Low-Value
1580,16206.0,Low-Value
1581,13782.0,Low-Value
1582,12924.0,Low-Value
1583,16593.0,Low-Value
1584,13700.0,Low-Value
1585,13064.0,Low-Value
1586,13048.0,Low-Value
1587,13634.0,Low-Value
1588,17064.0,Low-Value
1589,14976.0,Low-Value
1590,13527.0,Low-Value
1591,15316.0,Low-Value
1592,12673.0,Low-Value
1593,17988.0,Low-Value
1594,12820.0,Low-Value
1595,14238.0,Low-Value
1596,13859.0,Low-Value
1597,18212.0,Low-Value
1598,14292.0,Low-Value
1599,13883.0,Low-Value
1600,18233.0,Low-Value
1601,17018.0,Low-Value
1602,14242.0,Low-Value
1603,12356.0,Low-Value
1604,13898.0,Low-Value
1605,16948.0,Low-Value
1606,15395.0,Low-Value
1607,12510.0,Low-Value
1608,13693.0,Low-Value
1609,13263.0,Low-Value
1610,14428.0,Low-Value
1611,12422.0,Low-Value
1612,17708.0,Low-Value
1613,14090.0,Low-Value
1614,15831.0,Low-Value
1615,14916.0,Low-Value
1616,13502.0,Low-Value
1617,14784.0,Low-Value
1618,15938.0,Low-Value
1619,17418.0,Low-Value
1620,14779.0,Low-Value
1621,15262.0,Low-Value
1622,17862.0,Low-Value
1623,16892.0,Low-Value
1624,12402.0,Low-Value
1625,17771.0,Low-Value
1626,15422.0,Low-Value
1627,14770.0,Low-Value
1628,15174.0,Low-Value
1629,17504.0,Low-Value
1630,16387.0,Low-Value
1631,12664.0,Low-Value
1632,16618.0,Low-Value
1633,12748.0,High-Value
1634,17841.0,High-Value
1635,14606.0,High-Value
1636,17511.0,High-Value
1637,13694.0,High-Value
1638,15061.0,High-Value
1639,14156.0,High-Value
1640,13798.0,High-Value
1641,14733.0,High-Value
1642,14298.0,High-Value
1643,13093.0,High-Value
1644,16029.0,High-Value
1645,13777.0,High-Value
1646,14680.0,High-Value
1647,17450.0,High-Value
1648,12753.0,High-Value
1649,16684.0,High-Value
1650,12415.0,High-Value
1651,17404.0,Mid-Value
1652,14088.0,Mid-Value
1653,17381.0,Mid-Value
1654,16013.0,Mid-Value
1655,15769.0,Mid-Value
1656,16210.0,Mid-Value
1657,15749.0,Low-Value
1658,15311.0,High-Value
1659,14911.0,High-Value
1660,13089.0,High-Value
1661,18102.0,High-Value
1662,14646.0,High-Value
1663,12346.0,Mid-Value
